title,price,price_per_unit,size,living_area,commercial_type,size_unit,address,land_type,house_type,property_legal_document,property_status,rooms,toilets,furnishing_sell,direction,balconydirection,floornumber,floors,block,pty_characteristics,width,length,apartment_feature
Nhà nhỏ mặt tiền chợ đang kinh doanh,"3,479 tỷ","69,58 triệu/m²",50 m²,,Mặt bằng kinh doanh,,"Đường Tỉnh lộ 43, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
BÁN TÒA BULLDING 6 TẦNG NGAY METRO BÌNH THÁI,26 tỷ,"295,45 triệu/m²",88 m²,,Văn phòng,,"Đường Song Hành Xa lộ Hà Nội - Nhánh Quận 9, Phường Phước Long A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
"Mặt bằng kinh doanh ngang 6,3m tiện ích chung quanh","3,45 tỷ",69 triệu/m²,50 m²,,Mặt bằng kinh doanh,,"Duong 22, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
"Bán Nhà Mặt Tiền Đường Số Đang Cho Thuê 23tr/tháng Bán 8,5 tỷ","8,5 tỷ","57,63 triệu/m²",147.5 m²,,Mặt bằng kinh doanh,,"Đường 10, Phường Tăng Nhơn Phú B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
Bán Nhà Gần Metro Bình Thái 137m2 giá 10 tỷ,10 tỷ,"72,78 triệu/m²",137.4 m²,,Mặt bằng kinh doanh,,"Đường số 3, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
MTKD  LŨY BÁN BÍCH_ 4.25X22. GIÁ 14.5 T,"14,5 tỷ","155,08 triệu/m²",93.5 m²,,Mặt bằng kinh doanh,,"253, Đường Lũy Bán Bích, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
🇻🇳NHÀ 3 TẦNG MẶT TIỀN PHẠM NHƯ XƯƠNG: 236M2 NGANG 6M,"15,5 tỷ","65,68 triệu/m²",236 m²,,Mặt bằng kinh doanh,,"Đường Phạm Như Xương, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",,,Đã có sổ,,,,,,,,,,,,,
Chính chủ bán mặt tiền Tôn Đức Thắng EcoCity BMT,"9,5 tỷ","63,33 triệu/m²",150 m²,,Mặt bằng kinh doanh,,"Pxx, Dự án Eco City Premia, Phường Tân An, Thành phố Buôn Ma Thuột, Đắk Lắk, , Thành phố Buôn Ma Thuột, Đắk Lắk",,,Đã có sổ,,,,,,,,,,,,,
CẦN CHUYỂN NHƯỢNG 3000M2 XƯỞNG KCN,26 tỷ,"8,67 triệu/m²",3000 m²,,Mặt bằng kinh doanh,,"Số 9, Xã Đức Lập Hạ, Huyện Đức Hòa, Long An",,,Đã có sổ,,,,,,,,,,,,,
"BÁN KHÁCH SẠN 7 TẦNG MẶT TIỀN PHÚ THỌ HÒA, TÂN PHÚ – GIÁ CHỈ 31 TỶ",31 tỷ,"210,88 triệu/m²",147 m²,,Mặt bằng kinh doanh,,"Đường Phú Thọ Hoà, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
"Bán Kiot mặt phố Quỳnh Mai, Hai Bà Trưng, Hà Nội","1,15 tỷ","76,67 triệu/m²",15 m²,,Mặt bằng kinh doanh,,"Phố Quỳnh Mai, Phường Quỳnh Mai, Quận Hai Bà Trưng, Hà Nội",,,Giấy tờ khác,,,,,Bắc,,,,,,,,
Bán Tòa Nhà HĐ Thuê 260 Triệu Quận Gò Vấp - 12x50m Hầm 8 tầng -115 tỷ,115 tỷ,"191,67 triệu/m²",600 m²,,Mặt bằng kinh doanh,,"Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",,,Đã có sổ,,,,Nội thất cao cấp,,,,,,,,,
Bán Tòa Nhà VP Khu Phan Xích Long Phú Nhuận - 7x18m Hầm 6 tầng - 49 tỷ,49 tỷ,"388,89 triệu/m²",126 m²,,Văn phòng,,"Đường Phan Xích Long, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh",,,Đã có sổ,,,,Nội thất đầy đủ,,,,,,,,,
"Căn Shophouse 2 Mặt Tiền Võ Chí Công -Căn *** đã hoàn công 9,5 ty","9,5 tỷ","79,17 triệu/m²",120 m²,,Shophouse,,"Đường Võ Chí Công, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",,,Đã có sổ,,,,Hoàn thiện cơ bản,,,,,,,,,
"Bán Nhà 6 tầng đường Nguyễn văn Tăng, Tp. Thủ đức","28,5 tỷ","156,59 triệu/m²",182 m²,,Mặt bằng kinh doanh,,"Đường Nguyễn Văn Tăng, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,Đã có sổ,,,,Nội thất đầy đủ,Bắc,,,,,,,,
"Sang quán bida đẹp nhất nhị Gò Vấp, mt rat dep quán ổn tại Gò Vấp TPHC",580 triệu,"1,66 triệu/m²",350 m²,,Mặt bằng kinh doanh,,"Gần Phan Văn Trị , Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
SANG NHÀ HÀNG + HỒ CÂU TÔM TAI TÂN PHÚ,600 triệu,631.578 đ/m²,950 m²,,Mặt bằng kinh doanh,,"Gần Đường Đoàn Giỏi, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
sang quan bida tai hóc môn tphcm,850 triệu,"2,12 triệu/m²",400 m²,,Mặt bằng kinh doanh,,"Gần Nguyễn Thị Ngâu , Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
Sang quán bida đẹp mt đẹp tai Tân Bình,"1,4 tỷ","5,60 triệu/m²",250 m²,,Mặt bằng kinh doanh,,"Gần Cộng Hoà, Phường 4, Quận Tân Bình, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
Sang clb bjda tại hóc môn tphcm,400 triệu,"1,33 triệu/m²",300 m²,,Mặt bằng kinh doanh,,"..,, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
SANG CLB BIDA MO HÌNH PHÒNG TẬP 3C,890 triệu,"3,71 triệu/m²",240 m²,,Mặt bằng kinh doanh,,"…,, Phường Tam Phú (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
Sang clb bida 21 Bàn tai TP.Thủ Đức,900 triệu,"1,80 triệu/m²",500 m²,,Mặt bằng kinh doanh,,".., Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
"Bán shophouse The Manor Central Park 75m2, 5 tầng, ví trí đẹp",29 tỷ,"386,67 triệu/m²",75 m²,,Shophouse,,"Nghiêm Xuân Yêm, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",,,Đã có sổ,,,,Nội thất cao cấp,,,,,,,,,
Chính chủ bán gấp xưởng mặt tiền đường tx52 phường thạnh xuân q12,"11,5 tỷ","45,28 triệu/m²",254 m²,,Mặt bằng kinh doanh,,"Đường Thạnh Xuân 52, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",,,Đã có sổ,,,,Nội thất đầy đủ,,,,,,,,,
Nhà mặt tiền kinh doanh chính chủ bán,"3,5 tỷ","68,63 triệu/m²",51 m²,,Mặt bằng kinh doanh,,"Đường Bình Chiểu, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
"Bán nhà xưởng DT 787, An Tịnh, Tây Ninh. 17 tỷ. 2500m2 (30x80)",17 tỷ,"6,80 triệu/m²",2500 m²,,Mặt bằng kinh doanh,,"DT 787, Xã Lộc Hưng, Huyện Trảng Bàng, Tây Ninh",,,Đã có sổ,,,,Hoàn thiện cơ bản,,,,,,,,,
"Bán Kho Xưởng 1200m2 Hồ Ngọc Lãm Bình Tân, Ngay Võ Văn Kiệt",93 tỷ,"77,50 triệu/m²",1200 m²,,Officetel,,"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
"MT Tân Bình Cộng Hòa lô góc 90m², 2 tầng gần Etown tiện KD, 11,5 tỷ.","11,5 tỷ","127,78 triệu/m²",90 m²,,Mặt bằng kinh doanh,,"Đường Cộng Hòa, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh",,,Đã có sổ,,,,,Đông,,,,,,,,
sang quán phở,150 triệu,"1,25 triệu/m²",120 m²,,Mặt bằng kinh doanh,,"4a/19, Nguyễn Văn Thương , Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",,,Đã có sổ,,,,Nội thất đầy đủ,,,2,,,,,,
Bán đất đang kinh doanh bida net game ở tây ninh,"11,5 tỷ",23 triệu/m²,500 m²,,Mặt bằng kinh doanh,,"Khu phố an hội, Xã An Hòa, Huyện Trảng Bàng, Tây Ninh",,,Đã có sổ,,,,Nội thất đầy đủ,Đông Nam,,,,,,,,
"Bán nhà Mặt tiền kinh doanh, Tân Lập 2, Hiệp Phú, Quận 9, 4.8x21, 87m2","6,9 tỷ","76,67 triệu/m²",90 m²,,Mặt bằng kinh doanh,,"Tân Lập 2, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,Đã có sổ,,,,Hoàn thiện cơ bản,Tây Nam,,,,,,,,
cần bán gấp quán cà fê sân vườn sát bigc ngã tư vũng tầu,"12,5 tỷ","41,67 triệu/m²",300 m²,,Mặt bằng kinh doanh,,"Đường Quốc lộ 1, Phường Long Bình Tân, Thành phố Biên Hòa, Đồng Nai",,,Đã có sổ,,,,,,,,,,,,,
sang Nhà hàng &Karaoke,"5,5 tỷ","7,86 triệu/m²",700 m²,,Mặt bằng kinh doanh,,"Đường Lý Phục Man, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",,,Giấy tờ khác,,,,Nội thất đầy đủ,,,,,,,,,
cần bán 150m2 mặt tiển đường trương định tân mai,"13,999 tỷ","93,33 triệu/m²",150 m²,,Mặt bằng kinh doanh,,"Đường Trương Định, Phường Tân Mai, Thành phố Biên Hòa, Đồng Nai",,,Đã có sổ,,,,,,,,,,,,,
*** 6 lô Phú Gia - Mua trực tiếp CĐT chỉ  2.3 tỷ (VAT) - Đã có sổ,"2,3 tỷ",46 triệu/m²,50 m²,,Shophouse,,"15B, Nguyễn Lương Bằng, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",,,Đã có sổ,,,,Hoàn thiện cơ bản,,,,,,,,,
MT kinh doanh Nguyễn Hiền - 3.2x11m 4 tầng chỉ nhỉnh 8 tỷ,"8,89 tỷ",254 triệu/m²,35 m²,,Mặt bằng kinh doanh,,"Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
sang mặt bằng kinh doanh gấp,500 triệu,500 đ/m²,1000000 m²,,Mặt bằng kinh doanh,,"Đường Lê Đức Thọ, Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh",,,Đã có sổ,,,,Nội thất đầy đủ,Đông Nam,,,,,,,,
"Hẻm oto kinh doanh 386 Lê Văn Sỹ, Quận 3 - ngang 6,5m 5 tầng cực đẹp",9 tỷ,225 triệu/m²,40 m²,,Mặt bằng kinh doanh,,"Đường Lê Văn Sỹ, Phường 14, Quận 3, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
cần bán gấp góc 2 mặt tiền nguyễn bảo đức tam hiệp,14 tỷ,70 triệu/m²,200 m²,,Shophouse,,"Đường Nguyễn Bảo Đức, Phường Tam Hiệp, Thành phố Biên Hòa, Đồng Nai",,,Đã có sổ,,,,,,,,,,,,,
khu víp - kinh doanh vp- tiềm năng - sầm uất,62 tỷ,"666,67 triệu/m²",93 m²,,Mặt bằng kinh doanh,,"Phố Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",,,Đã có sổ,,,,Nội thất đầy đủ,,,10,,,,,,
Bán đất có Nhà -Xưởng - Kho 265m2-đường 526 Nguyễn V Tạo-L.Thới-Nhà Bè,"8,2 tỷ","30,94 triệu/m²",265 m²,,Mặt bằng kinh doanh,,"Đường 526, Nguyễn Văn Tạo, Xã Long Thới, Huyện Nhà Bè, Tp Hồ Chí Minh",,,Đã có sổ,,,,Hoàn thiện cơ bản,,,,,,,,,
Nhà mặt tiền kinh doanh,"10,5 tỷ","111,85 triệu/m²",93.88 m²,,Mặt bằng kinh doanh,,"832, Đường Nguyễn Trãi, Phường 14, Quận 5, Tp Hồ Chí Minh",,,Đã có sổ,,,,,Nam,,,,,,,,
"BÁN KHO MẶT TIỀN ĐT743B, TÂN ĐÔNG HIỆP, DĨ AN, DIỆN TÍCH 856M2","15,9 tỷ","18,57 triệu/m²",856 m²,,Mặt bằng kinh doanh,,"Đường tỉnh 743B, Phường Tân Đông Hiệp, Thành phố Dĩ An, Bình Dương",,,Đã có sổ,,,,,Tây Nam,,,,,,,,
Mặt tiền 199 Bình Phú 4x20 5 tầng vị trí đẹp nhất Quận 6,22 tỷ,275 triệu/m²,80 m²,,Mặt bằng kinh doanh,,"199, Đường Bình Phú, Phường 11, Quận 6, Tp Hồ Chí Minh",,,Đã có sổ,,,,,Đông,,,,,,,,
Bán khách sạn kinh doanh tốt mặt tiền đường Nguyễn Trãi - Đà Lạt,25 tỷ,"277,78 triệu/m²",90 m²,,Mặt bằng kinh doanh,,"Đường Nguyễn Trãi, Phường 10, Thành phố Đà Lạt, Lâm Đồng",,,Đã có sổ,,,,Nội thất đầy đủ,,,,,,,,,
Gấp bán xuất cảnh - 400m2 mặt tiền - 12 tỷ,12 tỷ,30 triệu/m²,400 m²,,Mặt bằng kinh doanh,,"Quốc Lộ 1A, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh",,,Đã có sổ,,,,Nội thất đầy đủ,Đông Nam,,,,,,,,
Mở bán shophouse khối đế dự án 941 căn hộ cao cấp mặt tiền sông Hàn ĐN,"7,621 tỷ","73,28 triệu/m²",104 m²,,Mặt bằng kinh doanh,,"Đường Lê Văn Duyệt, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",,,Đang chờ sổ,,,,Hoàn thiện cơ bản,,,,,,,,,
CHÍNH CHỦ CẦN BÁN NHÀ MẶT TIỀN ĐƯỜNG HOÀNG HỮU NAM Q9 Tp THỦ ĐỨC,"9,8 tỷ","106,52 triệu/m²",92 m²,,Mặt bằng kinh doanh,,"Đường Hoàng Hữu Nam, Phường Tân Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
MẶT TIỀN KINH DOANH VIP - TÂN ĐÔNG HIỆP - HCM,"11,5 tỷ","57,41 triệu/m²",200.3 m²,,Mặt bằng kinh doanh,,"123, Đường tỉnh 743A, Phường Tân Đông Hiệp, Thành phố Dĩ An, Bình Dương",,,Đã có sổ,,,,Hoàn thiện cơ bản,Đông Nam,,,,,,,,
"Bán shophouse tại HQC Plaza-Bình Chánh, 3,9 tỷ,130m2, kinh doanh ngay","3,9 tỷ",30 triệu/m²,130 m²,,Shophouse,,"Nguyễn Văn Linh, Xã An Phú Tây, Huyện Bình Chánh, Tp Hồ Chí Minh",,,Đang chờ sổ,,,,,Bắc,,,,,,,,
"[ HOT ] Trực diện sông Hàn Đà Nẵng,Shophouse giá tốt từ CĐT từ 76tr/m2",18 tỷ,"76,60 triệu/m²",235 m²,,Shophouse,,", Đường Lê Văn Duyệt, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",,,Đã có sổ,,,,Hoàn thiện cơ bản,Đông,,1,,P1,,,,
NGỘP BANK - MT HOA LAN - KHU PHAN XÍCH LONG - 5X11 - 4 TẦNG - 18.2 TỶ,"18,2 tỷ","330,91 triệu/m²",55 m²,,Mặt bằng kinh doanh,,"Đường Hoa Lan, Phường 2, Quận Phú Nhuận, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
Cần bán resort biển Quy Nhơn. Giá 198 tỷ.,198 tỷ,"13,66 triệu/m²",14500 m²,,Mặt bằng kinh doanh,,"Quốc Lộ 1 D, Phường Ghềnh Ráng, Thành phố Qui Nhơn, Bình Định",,,Đã có sổ,,,,Nội thất cao cấp,,,,,,,,,
Bán nhà 4 tầng mặt tiền Phạm Văn Thuận mới đẹp ngay vị trí đắc địa,16 tỷ,"188,24 triệu/m²",85 m²,,Mặt bằng kinh doanh,,"Đường Phạm Văn Thuận, Phường Tân Mai, Thành phố Biên Hòa, Đồng Nai",,,Đã có sổ,,,,,,,,,,,,,
"Cần sang kiot vị trí đẹp ,tiện kinh doanh chợ Thạch Đà , Q Gò Vấp ,HCM",300 triệu,20 triệu/m²,15 m²,,Mặt bằng kinh doanh,,"Phạm Văn Chiêu, Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh",,,Đã có sổ,,,,Hoàn thiện cơ bản,Đông,,,,,,,,
giới thiệu bán:  BÁN NHÀ XƯỞNG ĐANG CHO THU NHẬP ỔN ĐỊNH TẠI TÂN UYÊN,50 tỷ,"8,77 triệu/m²",5700 m²,,Mặt bằng kinh doanh,,"N9, Xã Vĩnh Tân, Thị xã Tân Uyên, Bình Dương",,,Đã có sổ,,,,,,,,,,,,,
"Suất nội bộ, căn shophouse góc mua trực tiếp, chỉ trả 30% đến 2027","12,9 tỷ","117,27 triệu/m²",110 m²,,Shophouse,,"Lò Lu, Phường Trường Thạnh (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,Giấy tờ khác,,,,Bàn giao thô,,,,,,,,,
6 tỷ sở hữu ngay căn nhà mặt tiền kinh doanh đường Nguyễn Ái Quốc,6 tỷ,"146,34 triệu/m²",41 m²,,Mặt bằng kinh doanh,,"Nguyễn Ái Quốc, Phường Tân Mai, Thành phố Biên Hòa, Đồng Nai",,,Đã có sổ,,,,Hoàn thiện cơ bản,,,,,,,,,
"Mua căn shophouse với mức giá căn nhà phố, vị trí đẹp nhất TP Mới BD.","3,6 tỷ",40 triệu/m²,90 m²,,Shophouse,,"Đường D5, Phường Hoà Phú, Thành phố Thủ Dầu Một, Bình Dương",,,Đã có sổ,,,,Hoàn thiện cơ bản,,,,,,,,,
"Mở bán đợt 1 Nhà phố, biệt thự mặt tiền Vành đai 4 liền kề ĐH Việt Đức","2,45 tỷ","30,62 triệu/m²",80 m²,,Shophouse,,"Đường Vành Đai 4, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",,,Đã có sổ,,,,Hoàn thiện cơ bản,,,,,,,,,
SHOPHOUSE THẢO ĐIỀN Q2 - CĂN GÓC ĐẲNG CẤP (1 trệt 2 lầu) 150m2 - 41 tỷ,41 tỷ,"273,33 triệu/m²",150 m²,,Shophouse,,"Đường Võ Nguyên Giáp, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
BÁN SHOPHOUSE LÔ GÓC 3 TẦNG – VỊ TRÍ VÀNG TẠI TRUNG TÂM THẢO ĐIỀN,"41,5 tỷ","276,67 triệu/m²",150 m²,,Shophouse,,"Đường Võ Nguyên Giáp, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,Đã có sổ,,,,Nội thất cao cấp,,,,,,,,,
Bán nhà kinh doanh cho thuê mở văn phòng ngay hoà phú gần TP Mới BD,"3,98 tỷ","26,53 triệu/m²",150 m²,,Mặt bằng kinh doanh,,"Đường Nhựa 8m, Phường Hoà Phú, Thành phố Thủ Dầu Một, Bình Dương",,,Đang chờ sổ,,,,Hoàn thiện cơ bản,,,,,,,,,
"CHUYỂN NHƯỢNG XƯỞNG 3000M2 KCN HẢI SƠN, ĐỨC HÒA- PCCC NGHIỆM THU",30 tỷ,10 triệu/m²,3000 m²,,Mặt bằng kinh doanh,,"Đường Số 11E, Xã Đức Hòa Hạ, Huyện Đức Hòa, Long An",,,Đã có sổ,,,,,,,,,,,,,
"🏢 CHÍNH CHỦ BÁN OFFICETEL THE SUN AVENUE – 3,4 TỶ, VIEW CÔNG VIÊN","3,4 tỷ","77,27 triệu/m²",44 m²,,Officetel,,"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,Đang chờ sổ,,,,Nội thất cao cấp,,,,,,,,,
Chính Chủ - Bán Văn Phòng tại Bình Thạnh (hoa hồng cho môi giới tốt),20 tỷ,"158,73 triệu/m²",126 m²,,Văn phòng,,"17/18B , Đường D5, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",,,Đã có sổ,,,,Nội thất cao cấp,,,,,,,,,
"Bán Nhà 6,2x22 Mặt Tiền Hiệp Bình Phường Hiệp Bình Chánh Tp Thủ Đức",26 tỷ,"191,18 triệu/m²",136 m²,,Mặt bằng kinh doanh,,"Đường Hiệp Bình, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,Đã có sổ,,,,Nội thất đầy đủ,,,,,,,,,
"Sang quán trà sữa mặt tiền đường Nguyễn An Ninh, giá 75 triệu full đồ",75 triệu,"2,50 triệu/m²",30 m²,,Mặt bằng kinh doanh,,"Đường Nguyễn An Ninh, Phường Dĩ An, Thành phố Dĩ An, Bình Dương",,,Giấy tờ khác,,,,Nội thất đầy đủ,,,,,,,,,
Bán căn nhà mt kinh doanh sầm uất Nguyễn Hữu Cầu,"14,5 tỷ","70,73 triệu/m²",205 m²,,Mặt bằng kinh doanh,,"Đường Nguyễn Hữu Cầu, Xã Trung Chánh, Huyện Hóc Môn, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
Tòa nhà Vp 5 Tầng trung tâm KCN Biên Hòa,"20,5 tỷ","71,18 triệu/m²",288 m²,,Mặt bằng kinh doanh,,"Đường 3A, Phường An Bình, Thành phố Biên Hòa, Đồng Nai",,,Đã có sổ,,,,Hoàn thiện cơ bản,Tây Nam,,,,,,,,
Bán xưởng An Phú Thuận An 600m đường nhựa xe cont mua đầu tư sản xuất,"15,5 tỷ","25,83 triệu/m²",600 m²,,Mặt bằng kinh doanh,,"Cont, Phường An Phú, Thành phố Thuận An, Bình Dương",,,Đã có sổ,,,,,,,,,,,,,
"Bán Xưởng 8-20M 2Lầu Đường 30M KDCVL BHHB, Xe Công CTy Văn Phòng 9.6ty","9,6 tỷ",60 triệu/m²,160 m²,,Mặt bằng kinh doanh,,"432, Đường Số 3, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",,,Đã có sổ,,,,Nội thất đầy đủ,,,2,,,,,,
Shophouse Căn Góc – Mặt Tiền Nguyễn Văn Linh | Ascent Lakeside Quận 7,"9,5 tỷ","120,25 triệu/m²",79 m²,,Shophouse,,"Số 70, Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",,,Đang chờ sổ,,,,Bàn giao thô,,,,,,,,,
Bán 7 Căn Nhà Mặt Tiền Đường Khuất Văn Bức,"9,2 tỷ","29,87 triệu/m²",308 m²,,Mặt bằng kinh doanh,,"221, Khuất Văn Bức, Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh",,,Đã có sổ,,,,,Đông,,,,,,,,
"CHÍNH CHỦ BÁN NHÀ VƯỜN CÓ SẴN XƯỞNG 500m2 - TẠI VĂN BÌNH, THƯỜNG TÍN",12 tỷ,4 triệu/m²,3000 m²,,Mặt bằng kinh doanh,,"Liên xã, Xã Văn Bình, Huyện Thường Tín, Hà Nội",,,Đã có sổ,,,,,,,,,,,,,
Bán shophouse Phú Gia- sổ sẵn - 52m2 giá 2.4 tỷ - sẵn HĐ thuê,"2,4 tỷ","46,15 triệu/m²",52 m²,,Shophouse,,"15B, Nguyễn Lương Bằng, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
MẶT BẰNG GARA Ô TÔ – VỊ TRÍ VÀNG TẠI TP. THỦ ĐỨC,500 triệu,"1,59 triệu/m²",314 m²,,Mặt bằng kinh doanh,,"5A, Đường 711A, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,Giấy tờ khác,,,,,,,,,,,,,
"Bán Gấp SHOPHOUSE Mặt Tiền Giá 7.4x Tỉ ,DT 107m2, Mặt Chính WESTGATE","7,4 tỷ","69,16 triệu/m²",107 m²,,Shophouse,,"Tân Túc, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh",,,Đã có sổ,,,,Hoàn thiện cơ bản,Tây Bắc,,1,,D,,,,
"Bán shophouse Thủ Thiêm Lakeview,An Khánh, 13,5x16,180 tỷ. 5,2x17,50ti",180 tỷ,"833,33 triệu/m²",216 m²,,Shophouse,,"Lương Định Của, Phường Thủ Thiêm (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,Đang chờ sổ,,,,Hoàn thiện cơ bản,,,,,,,,,
💎 Căn Liền Kề SIÊU HIẾM Phố Tô Hiệu – 2 Mặt Thoáng – Vị Trí Vàng Trung,16 tỷ,"262,30 triệu/m²",61 m²,,Mặt bằng kinh doanh,,"Phố Tô Hiệu, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",,,Đã có sổ,,,,Nội thất cao cấp,,,,,,,,,
MẶT PHỐ CHIẾN THẮNG- HÀ ĐÔNG- KINH DOANH NGÀY ĐÊM-16TY,16 tỷ,320 triệu/m²,50 m²,,Mặt bằng kinh doanh,,"Đường Chiến Thắng, Phường Văn Quán, Quận Hà Đông, Hà Nội",,,Đã có sổ,,,,Nội thất cao cấp,,,,,,,,,
Căn hộ văn phòng Trung Tâm Phú Mỹ Hưng,"2,38 tỷ","66,11 triệu/m²",36 m²,,Officetel,,"15, Đường Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",,,Giấy tờ khác,,,,Hoàn thiện cơ bản,,,,,,,,,
Góc 2 mặt tiền Phan Anh 9.5x27 - trống 24 tỷ,24 tỷ,"93,75 triệu/m²",256 m²,,Mặt bằng kinh doanh,,"Đường Phan Anh, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",,,Đã có sổ,,,,,,,,,,,,,
CƠ HỘI ĐẦU TƯ HIẾM – 10 CĂN NHÀ PHỐ THƯƠNG MẠI SÁT SÔNG HÀN - TTTP,"14,899 tỷ","57,84 triệu/m²",257.6 m²,,Shophouse,,"Đường Lê Văn Duyệt, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",,,Đã có sổ,,,,,,,,,,,,,
"Galaxy Vạn Phúc 7 tầng, mới hoàn toàn, nhà siêu đẹp, giá đầu tư.","36,5 tỷ","372,45 triệu/m²",98 m²,,Văn phòng,,"Phố Tố Hữu, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",,,Đã có sổ,,,,,,,,,,,,,
